sample_id,model,dice,iou,mask_ratio,fp_ratio,fn_ratio
137,U-KAN,0.961022454455585,0.924969416881881,0.104934692382812,0.0697978769812418,0.0104696815471863
137,Attention-U-KAN,0.958861868386012,0.920974690360797,0.104934692382812,0.0801221462847172,0.00523484077359314
141,U-Net,0.172758874960497,0.0945462930935086,0.264541625976562,0.000519120955182557,0.905404625944512
141,U-KAN(no-KAN),0.58042717509352,0.408874532471948,0.264541625976562,0.0178231527946011,0.583838034261983
141,U-KAN,0.208792340162669,0.116565122427865,0.264541625976562,0.00351848647401511,0.88302474476553
141,Attention-U-KAN,0.120854107955777,0.0643133183365057,0.264541625976562,0,0.935686681663494
146,U-Net,0.464459870345935,0.302473287005903,0.202850341796875,0.00669474951105762,0.695501730103806
146,U-KAN(no-KAN),0.941903780613458,0.890187265917603,0.202850341796875,0.004212426658643,0.106062885512261
146,U-KAN,0.894345423573892,0.808883210581692,0.202850341796875,0.000902662855423499,0.19038664058974
146,Attention-U-KAN,0.917773382311387,0.848041775456919,0.202850341796875,0.00834963141266737,0.144877388295472
155,U-Net,0.93428425878757,0.876673040152964,0.0150909423828125,0.057633973710819,0.0728008088978766
155,U-KAN(no-KAN),0.660869565217391,0.493506493506494,0.0150909423828125,0.0121334681496461,0.500505561172902
155,U-KAN,0.896963663514186,0.813176895306859,0.0150909423828125,0.120323559150657,0.0889787664307381
155,Attention-U-KAN,0.88159111933395,0.788254755996691,0.0150909423828125,0.222446916076845,0.0364004044489383
158,U-Net,0.968124536693847,0.938218390804598,0.0406341552734375,0.0454374765302291,0.0191513330829891
158,U-KAN(no-KAN),0.937778570155108,0.882846592816381,0.0406341552734375,0.11866316184754,0.0123920390536988
158,U-KAN,0.95778801843318,0.918995401485674,0.0406341552734375,0.0615846789335336,0.0244085617724371
158,Attention-U-KAN,0.958325683862677,0.919985900599225,0.0406341552734375,0.0653398422831393,0.0199023657529103
160,U-Net,0.962338053630612,0.927409988385598,0.0743255615234375,0.0605625128310409,0.0164237322931636
160,U-KAN(no-KAN),0.945418524021793,0.89648694345294,0.0743255615234375,0.0927940874563745,0.02032436871279
160,U-KAN,0.966180639935196,0.934573947110676,0.0743255615234375,0.0480394169575036,0.0205296653664545
160,Attention-U-KAN,0.944478340451495,0.894797687861272,0.0743255615234375,0.0654896325189899,0.0466023403818518
161,U-Net,0.957176226317155,0.917869586859134,0.0283660888671875,0.0806885422270038,0.00806885422270038
